,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
1,Buttocks pain,Buttocks pain: Which side is bothering you?, Today
2,Buttocks pain,Buttocks pain: Which side is bothering you?, In the last week
3,Buttocks pain,Buttocks pain: Which side is bothering you?, In the last month
4,Buttocks pain,Buttocks pain: Which side is bothering you?, 1-3 month ago
5,Buttocks pain,Buttocks pain: Which side is bothering you?, Over 3 months
6,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, One side
7,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, Both sides
8,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, I'm not sure
9,Buttocks pain,Buttocks pain: What makes it worse?, Groin
10,Buttocks pain,Buttocks pain: What makes it worse?, Legs
11,Buttocks pain,Buttocks pain: What makes it worse?, Thigh
12,Buttocks pain,Buttocks pain: What makes it worse?, None of the above
13,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Changing positions
14,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Lying down
15,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Excercising
16,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Pressing on areas
17,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, None of the above
18,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Physical activity
19,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Recent injury
20,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Swimming
21,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, None of the above
22,Buttocks pain,Buttocks pain: Do any of these make it better?, Yes/No
23,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, Resting
24,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, Stretching
25,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, None of the above
26,Buttocks pain,Buttocks pain: Do you have pain anywhere in your leg(s)?, Yes/No
27,Buttocks pain,"Buttocks pain: Do you get a sensation of numbness, tingling or prickling in either of your feet?", Yes/No
28,Buttocks pain,Buttocks pain: Where is your numbness and tingling?, Yes/No
29,Buttocks pain,Buttocks pain: Is it in one foot or both?, Toes
30,Buttocks pain,Buttocks pain: Is it in one foot or both?, Top of the feet
31,Buttocks pain,Buttocks pain: Is it in one foot or both?, Bottom of the feet
32,Buttocks pain,Buttocks pain: Is it in one foot or both?, Sides of the feet
33,Buttocks pain,Buttocks pain: Is it in one foot or both?, None of the above
34,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, One foot
35,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, Both feet
36,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, I'm not sure
37,Buttocks pain,Buttocks pain: Do any of these make the numbness/tingling worse?, Yes/No
38,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Lying down
39,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Sitting down
40,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Standing
41,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Walking
42,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, None of the above
43,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, Resting
44,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, Stretching
45,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, None of the above
46,Buttocks pain,Buttocks pain: What makes it worse?, Yes/No
47,Buttocks pain,Buttocks pain: How intense is the pain?, Changing positions
48,Buttocks pain,Buttocks pain: How intense is the pain?, Climbing stairs
49,Buttocks pain,Buttocks pain: How intense is the pain?, Cough
50,Buttocks pain,Buttocks pain: How intense is the pain?, Deep breathing
51,Buttocks pain,Buttocks pain: How intense is the pain?, None of the above
52,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, Somewhat painful
53,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, Extreemly painful
54,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, It wakes me  at night
55,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, I'm not sure
56,Buttocks pain,Buttocks pain: Do you have any pain in your thigh(s)?, Yes/No
57,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Yes/No
58,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Hip pain
59,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Limp
60,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Calf pain
61,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, None of the above
62,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Heel pain
63,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Knee pain
64,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Leg weakness
65,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, None of the above
66,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Recent fall
67,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Shoulder pain
68,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Lrg redness
69,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, None of the above
70,Buttocks pain,Buttocks pain: Do you have a fever?, Skin lesions
71,Buttocks pain,Buttocks pain: Do you have a fever?, Foot swelling
72,Buttocks pain,Buttocks pain: Do you have a fever?, Warm skin on leg
73,Buttocks pain,Buttocks pain: Do you have a fever?, None of the above
74,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Yes/No
75,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Insect bite
76,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Calf swelling
77,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, Hand swelling
78,Buttocks pain,Buttocks pain: Are you currently experiencing any of the following symptoms?, None of the above
0,Calf Pain,Calf Pain:) When did it start ? ,Calf Pain
1,Calf Pain,Calf Pain:) Where does it hurts ?,Today
2,Calf Pain,Calf Pain:) Where does it hurts ?, In the last week
3,Calf Pain,Calf Pain:) Where does it hurts ?, in the last month
4,Calf Pain,Calf Pain:) Where does it hurts ?, 1-3 month ago
5,Calf Pain,Calf Pain:) Where does it hurts ?, over 3 months 
6,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, front of the calf
7,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, top of calf
8,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, bottom of calf
9,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, back of calf
10,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, side of calf
11,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, none of above
12,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Recent travel
13,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Pregnancy
14,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Recent injury
15,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, None of above
16,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , Changing position
17,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , climbing stairs
18,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , laying down
19,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , standing
20,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , walking
21,Calf Pain,Calf Pain:) How severe is this pain?, one calf
22,Calf Pain,Calf Pain:) How severe is this pain?, both calf
23,Calf Pain,Calf Pain:) How severe is this pain?, I am not sure
24,Calf Pain,Calf Pain:) Do any of these make it better?, mild
25,Calf Pain,Calf Pain:) Do any of these make it better?, severe
26,Calf Pain,Calf Pain:) Do any of these make it better?, it works at me night
27,Calf Pain,Calf Pain:) Do any of these make it better?, i am not sure
28,Calf Pain,Calf Pain:) Do either of these describe it ? , laying down
29,Calf Pain,Calf Pain:) Do either of these describe it ? ,resting
30,Calf Pain,Calf Pain:) Do either of these describe it ? ,sitting down
31,Calf Pain,Calf Pain:) Do either of these describe it ? ,standing
32,Calf Pain,Calf Pain:) Do either of these describe it ? ,stretching
33,Calf Pain,Calf Pain:) Do either of these describe it ? , none of above
34,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, burning
35,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, sherp
36,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, none of above
37,Calf Pain,Calf Pain:) Did it start gradually or suddenly?, Yes/No
38,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?", suddenly
39,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?",gradually
40,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?", i am not sure
41,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , improving
42,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,worsening
43,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , the same
44,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , I am not sure
45,Calf Pain,Calf Pain:related symptom?, Yes/No
46,Calf Pain,Calf Pain:)Do you have pain pressure of discomfort in chest?, Yes/No
47,Calf Pain,Calf Pain:) Do you have trouble breathing or catching your breath?, Yes/No
48,Calf Pain,"Calf Pain:) are either of your calves swollen, puffy, or enlarged?", yes/no
49,Calf Pain,Calf Pain:) is your back hurting more than usual?, Yes/No
50,Calf Pain,Calf Pain:) do you have pain anywhere in your leg?, yes/no
51,Calf Pain,Calf Pain:) do you have fever?, yes/no
52,Calf Pain,Calf Pain:) do you get sensation of numbness tingling or prickling in either of your feet?, yes/no
53,Calf Pain,Calf Pain:) do you have pain on the side of your body ( the area between your rib cageand hip bone?, Yes/no
54,Calf Pain,Calf Pain:) have you been diagnosed with high blood pressure by doctor?, Yes/No
55,Calf Pain,Calf Pain:) have yyou been diagnosed with Diabetes ( type ) by a doctor?, yes/no
56,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, foot sweeling
57,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, leg redness
58,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, skin lesion
59,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?,none of above
60,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, varicose veins
61,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, recent travel or flying
62,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?, limp
63,Calf Pain,Calf Pain:) are you currently experiencing any of following symptom?,none of above
64,Calf Pain,Calf Pain:) Are you experiencing any of following symtom?,
0,Chest pain,Chest pain: when does it starts?,Chest pain
1,Chest pain,Chest pain:select the are where you fill pain in the diagram,today
2,Chest pain,Chest pain:select the are where you fill pain in the diagram,in the last week
3,Chest pain,Chest pain:select the are where you fill pain in the diagram,in the last month
4,Chest pain,Chest pain:select the are where you fill pain in the diagram,1-3 months ago
5,Chest pain,Chest pain:select the are where you fill pain in the diagram,over 3 months ago
6,Chest pain,Chest pain: do any of these make pain worst?, diagram of whole chest is given / i am not sure
7,Chest pain,Chest pain:did any of these trigger your chest pain?,arm movement
8,Chest pain,Chest pain:did any of these trigger your chest pain?,changing position
9,Chest pain,Chest pain:did any of these trigger your chest pain?,climbing stairs
10,Chest pain,Chest pain:did any of these trigger your chest pain?,cough
11,Chest pain,Chest pain:did any of these trigger your chest pain?,deep breathing
12,Chest pain,Chest pain:did any of these trigger your chest pain?,eating
13,Chest pain,Chest pain:did any of these trigger your chest pain?,laying down
14,Chest pain,Chest pain:did any of these trigger your chest pain?,physicial activity
15,Chest pain,Chest pain:did any of these trigger your chest pain?,sitting down
16,Chest pain,Chest pain:did any of these trigger your chest pain?,swallowing
17,Chest pain,Chest pain:did any of these trigger your chest pain?,
18,Chest pain,Chest pain: is one side of chest bothering you more?,walking
19,Chest pain,Chest pain: do any of these relieve your pain?,eating
20,Chest pain,Chest pain: do any of these relieve your pain?,emotional stress
21,Chest pain,Chest pain: do any of these relieve your pain?,recent travel
22,Chest pain,Chest pain: do any of these relieve your pain?,pregnancy
23,Chest pain,Chest pain: do any of these relieve your pain?,recent injury
24,Chest pain,Chest pain: do any of these relieve your pain?,none of above
25,Chest pain,Chest pain: does your chest pain radiate anywhere?, yes the right side
26,Chest pain,Chest pain: does your chest pain radiate anywhere?,left side
27,Chest pain,Chest pain: does your chest pain radiate anywhere?,both sides
28,Chest pain,Chest pain: does your chest pain radiate anywhere?,i am not sure
29,Chest pain,Chest pain: do any of these describe your chest pain?, applying heat
30,Chest pain,Chest pain: do any of these describe your chest pain?,eating
31,Chest pain,Chest pain: do any of these describe your chest pain?,resting
32,Chest pain,Chest pain: do any of these describe your chest pain?,streatching
33,Chest pain,Chest pain: do any of these describe your chest pain?,none of above
34,Chest pain,Chest pain: how intense is your chest pain? , head
35,Chest pain,Chest pain: how intense is your chest pain? ,jaw
36,Chest pain,Chest pain: how intense is your chest pain? ,throat
37,Chest pain,Chest pain: how intense is your chest pain? ,neck
38,Chest pain,Chest pain: how intense is your chest pain? ,shoulder
39,Chest pain,Chest pain: how intense is your chest pain? ,shoulder blade
40,Chest pain,Chest pain: how intense is your chest pain? ,hand or fingers
41,Chest pain,Chest pain: how intense is your chest pain? ,arm
42,Chest pain,Chest pain: how intense is your chest pain? ,abdomen
43,Chest pain,Chest pain: how intense is your chest pain? ,back
44,Chest pain,Chest pain: did your chest pain starts suddenly?, beltlike
45,Chest pain,Chest pain: did your chest pain starts suddenly?, burning
46,Chest pain,Chest pain: did your chest pain starts suddenly?,cramps
47,Chest pain,Chest pain: did your chest pain starts suddenly?,pressuring
48,Chest pain,Chest pain: did your chest pain starts suddenly?,sharp
49,Chest pain,Chest pain: did your chest pain starts suddenly?,stabbing
50,Chest pain,Chest pain: did your chest pain starts suddenly?,vague
51,Chest pain,Chest pain: do you have trouble in breathig?, its berable
52,Chest pain,Chest pain: do you have trouble in breathig?,vary painful
53,Chest pain,Chest pain: do you have trouble in breathig?,wake me at night
54,Chest pain,Chest pain: do you have trouble in breathig?,i am not sure
55,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, no it was gradual
56,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, yes it did
57,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, i am not sure
58,Chest pain,Chest pain: do you have pain in your ribs?, yes/ no
59,Chest pain,"Chest pain: are you feeling anxious, worried, or fearful?", yes/ no
60,Chest pain,"Chest pain: does your heart race, skip a beat while reasting?", yes/ no
61,Chest pain,Chest pain: are you breathing much faster then usual?, yes/ no 
62,Chest pain,Chest pain: have you been significantly more tired then usual?, yes/ no
63,Chest pain,Chest pain: do you smoke?, yes/ no
64,Chest pain,Chest pain: do you have a fever?, yes/ no 
65,Chest pain,Chest pain:,
66,Chest pain,Chest pain:,
67,Chest pain,Chest pain:,
68,Chest pain,Chest pain:,
69,Chest pain,Chest pain:,
70,Chest pain,Chest pain:,
71,Chest pain,Chest pain:,
72,Chest pain,Chest pain:,
73,Chest pain,Chest pain:,
74,Chest pain,Chest pain:,
75,Chest pain,Chest pain:,
76,Chest pain,Chest pain:,
77,Chest pain,Chest pain:,
78,Chest pain,Chest pain:,
79,Chest pain,Chest pain:,
80,Chest pain,Chest pain:,
0,Decreased hearing,Decreased hearing: when did it start?,Decreased hearing
1,Decreased hearing,Decreased hearing: is the problem in one ear or both?, today
2,Decreased hearing,Decreased hearing: is the problem in one ear or both?, in last week
3,Decreased hearing,Decreased hearing: is the problem in one ear or both?, in last month
4,Decreased hearing,Decreased hearing: is the problem in one ear or both?, 1-3 months ago
5,Decreased hearing,Decreased hearing: is the problem in one ear or both?, over 3 months ago
6,Decreased hearing,Decreased hearing: is the problem in one ear or both?, years ago
7,Decreased hearing,Decreased hearing: did it start after an injury?, one ear
8,Decreased hearing,Decreased hearing: did it start after an injury?, both ears
9,Decreased hearing,Decreased hearing: did it start after an injury?, i am not sure  
10,Decreased hearing,Decreased hearing: did it start gradually or suddenly?, yes
11,Decreased hearing,Decreased hearing: did it start gradually or suddenly?, no 
12,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", suddenly
13,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", gradually
14,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", i am not sure  
15,Decreased hearing,Decreased hearing: are you feeling dizzy?, improving
16,Decreased hearing,Decreased hearing: are you feeling dizzy?, worsening
17,Decreased hearing,Decreased hearing: are you feeling dizzy?, the same
18,Decreased hearing,Decreased hearing: are you feeling dizzy?, i am not sure
19,Decreased hearing,Decreased hearing: do any of these make you more dizzy?, yes
20,Decreased hearing,Decreased hearing: do any of these make you more dizzy?, no
21,Decreased hearing,Decreased hearing: how long does your dizziness last?, changing positions
22,Decreased hearing,Decreased hearing: how long does your dizziness last?, climbing stairs
23,Decreased hearing,Decreased hearing: how long does your dizziness last?, head movement
24,Decreased hearing,Decreased hearing: how long does your dizziness last?, lying down
25,Decreased hearing,Decreased hearing: how long does your dizziness last?, standing
26,Decreased hearing,Decreased hearing: how long does your dizziness last?, walking
27,Decreased hearing,Decreased hearing: how long does your dizziness last?, none of these 
28,Decreased hearing,Decreased hearing: did any of these trigger your dizziness?, seconds
29,Decreased hearing,Decreased hearing: did any of these trigger your dizziness?, minutes
30,Decreased hearing,Decreased hearing: did any of these trigger your dizziness?, hours or more
31,Decreased hearing,Decreased hearing: did any of these trigger your dizziness?, i am not sure
32,Decreased hearing,Decreased hearing: does it usually happen at a particular time?, emotional stress
33,Decreased hearing,Decreased hearing: does it usually happen at a particular time?, heat or sun exposure
34,Decreased hearing,Decreased hearing: does it usually happen at a particular time?, recent surgery
35,Decreased hearing,Decreased hearing: does it usually happen at a particular time?, recent injury
36,Decreased hearing,Decreased hearing: does it usually happen at a particular time?, none of these    
37,Decreased hearing,Decreased hearing: how often is this a problem?, in the morning
38,Decreased hearing,Decreased hearing: how often is this a problem?, midday
39,Decreased hearing,Decreased hearing: how often is this a problem?, in the evening
40,Decreased hearing,Decreased hearing: how often is this a problem?, at night time
41,Decreased hearing,Decreased hearing: how often is this a problem?, none of these 
42,Decreased hearing,Decreased hearing: do you feel sick to your stomach?, about once a day
43,Decreased hearing,Decreased hearing: do you feel sick to your stomach?, couple a times a day
44,Decreased hearing,Decreased hearing: do you feel sick to your stomach?, couple of times a week
45,Decreased hearing,Decreased hearing: do you feel sick to your stomach?, happens all the time
46,Decreased hearing,Decreased hearing: do you feel sick to your stomach?, i am not sure  
47,Decreased hearing,Decreased hearing: do you have any ear pain?, yes
48,Decreased hearing,Decreased hearing: do you have any ear pain?, no
49,Decreased hearing,Decreased hearing: could any of these have triggered your symptoms?, yes
50,Decreased hearing,Decreased hearing: could any of these have triggered your symptoms?, no
51,Decreased hearing,Decreased hearing: how much pain is it causing you?, dental procedure
52,Decreased hearing,Decreased hearing: how much pain is it causing you?, ear canal cleaning
53,Decreased hearing,Decreased hearing: how much pain is it causing you?, recent surgery
54,Decreased hearing,Decreased hearing: how much pain is it causing you?, recent injury
55,Decreased hearing,Decreased hearing: how much pain is it causing you?, swimming
56,Decreased hearing,Decreased hearing: how much pain is it causing you?, none of these  
57,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, mild pain
58,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, severe pain
59,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, it wakes me at night
60,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, i am not sure  
61,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, ear discharge
62,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, plugged ears
63,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, runny nose
64,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, none of these  
65,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, itchy skin
66,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, jaw joint pain
67,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, ringing in ears
68,Decreased hearing,Decreased hearing: are you currently experiencing any of the symptoms?, none of these 
69,Decreased hearing,Decreased hearing:,
0,Decreased taste or smell,Decreased taste or smell: do you have sore throat?,Decreased taste or smell
1,Decreased taste or smell,Decreased taste or smell: how painful is your throat?, yes
2,Decreased taste or smell,Decreased taste or smell: how painful is your throat?, no
3,Decreased taste or smell,Decreased taste or smell: do any of these activities make it worse?, somewhat painful
4,Decreased taste or smell,Decreased taste or smell: do any of these activities make it worse?, it really hurts
5,Decreased taste or smell,Decreased taste or smell: do any of these activities make it worse?, it wakes me at night
6,Decreased taste or smell,Decreased taste or smell: do any of these activities make it worse?, none of these 
7,Decreased taste or smell,Decreased taste or smell: is your sore throat getting better or getting worse?, eating
8,Decreased taste or smell,Decreased taste or smell: is your sore throat getting better or getting worse?, lying down
9,Decreased taste or smell,Decreased taste or smell: is your sore throat getting better or getting worse?, swallowing
10,Decreased taste or smell,Decreased taste or smell: is your sore throat getting better or getting worse?, none of these 
11,Decreased taste or smell,Decreased taste or smell: is your sore throat worse at a particular time?, it's improving
12,Decreased taste or smell,Decreased taste or smell: is your sore throat worse at a particular time?, it's getting worse
13,Decreased taste or smell,Decreased taste or smell: is your sore throat worse at a particular time?, about the same
14,Decreased taste or smell,Decreased taste or smell: is your sore throat worse at a particular time?, i am not sure 
15,Decreased taste or smell,Decreased taste or smell: do any of these makes it better?, in the morning
16,Decreased taste or smell,Decreased taste or smell: do any of these makes it better?, midday
17,Decreased taste or smell,Decreased taste or smell: do any of these makes it better?, in the evening
18,Decreased taste or smell,Decreased taste or smell: do any of these makes it better?, a specific time of year
19,Decreased taste or smell,Decreased taste or smell: do any of these makes it better?, none of these 
20,Decreased taste or smell,Decreased taste or smell: do you have a cough?, drinking fluids
21,Decreased taste or smell,Decreased taste or smell: do you have a cough?, eating
22,Decreased taste or smell,Decreased taste or smell: do you have a cough?, resting
23,Decreased taste or smell,Decreased taste or smell: do you have a cough?, none of these 
24,Decreased taste or smell,Decreased taste or smell: do you have runny nose?, yes
25,Decreased taste or smell,Decreased taste or smell: do you have runny nose?, no 
26,Decreased taste or smell,Decreased taste or smell: do any of these describe the mucus?, yes
27,Decreased taste or smell,Decreased taste or smell: do any of these describe the mucus?, no
28,Decreased taste or smell,Decreased taste or smell: is it any of these colors?, bloody
29,Decreased taste or smell,Decreased taste or smell: is it any of these colors?, pus-like
30,Decreased taste or smell,Decreased taste or smell: is it any of these colors?, watery
31,Decreased taste or smell,Decreased taste or smell: is it any of these colors?, none of these 
32,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, clear
33,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, green
34,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, yellow
35,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, none of these 
36,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, fever
37,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, headache
38,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, exposure to sick people
39,Decreased taste or smell,Decreased taste or smell: have you been significantly more tired than usual , sneezing
40,Decreased taste or smell,Decreased taste or smell: have you been significantly more tired than usual , nasal congestion
41,Decreased taste or smell,Decreased taste or smell: have you been significantly more tired than usual , phlegm
42,Decreased taste or smell,Decreased taste or smell: have you been significantly more tired than usual , none of these 
43,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, yes
44,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, no 
45,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, muscle pain
46,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, hoarseness
47,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, post-nasal drip
48,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, none of these 
49,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, stiff neck
50,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, jaw joint pain
51,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, itchy skin
52,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, none of these  
53,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, recent travel or flying
54,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, ear pressure
55,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, vomiting
56,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, none of these  
57,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, plugged ears
58,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, chills
59,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, exposure to animals
60,Decreased taste or smell,Decreased taste or smell: are you currently experiencing any of the symptoms?, none of these 
61,Decreased taste or smell,Decreased taste or smell:,
0,Decreased urination,Decreased urination: when did you notice a decrease in your urine output?,Decreased urination
1,Decreased urination,Decreased urination: did it start after exposure to heat and sunlight?, today
2,Decreased urination,Decreased urination: did it start after exposure to heat and sunlight?, in last week
3,Decreased urination,Decreased urination: did it start after exposure to heat and sunlight?, in last month
4,Decreased urination,Decreased urination: did it start after exposure to heat and sunlight?, 1-3 months ago
5,Decreased urination,Decreased urination: did it start after exposure to heat and sunlight?, over 3months ago
6,Decreased urination,Decreased urination: are you drinking less fluids?, yes
7,Decreased urination,Decreased urination: are you drinking less fluids?, no
8,Decreased urination,Decreased urination: do you have trouble breathing or catching your breath?, yes
9,Decreased urination,Decreased urination: do you have trouble breathing or catching your breath?, no
10,Decreased urination,Decreased urination: do you have shortness of breath when lying down?, yes
11,Decreased urination,Decreased urination: do you have shortness of breath when lying down?, no
12,Decreased urination,Decreased urination: does your mouth feels dry?, yes
13,Decreased urination,Decreased urination: does your mouth feels dry?, no
14,Decreased urination,Decreased urination: are you breathing much faster than usual?, yes
15,Decreased urination,Decreased urination: are you breathing much faster than usual?, no
16,Decreased urination,Decreased urination: have you been vomiting?, yes
17,Decreased urination,Decreased urination: have you been vomiting?, no
18,Decreased urination,Decreased urination: do you feel sick to your stomach?, yes
19,Decreased urination,Decreased urination: do you feel sick to your stomach?, no
20,Decreased urination,Decreased urination: did any of these trigger your nausea?, yes
21,Decreased urination,Decreased urination: did any of these trigger your nausea?, no 
22,Decreased urination,Decreased urination: how nauseous are you?, eating
23,Decreased urination,Decreased urination: how nauseous are you?, eating suspect food
24,Decreased urination,Decreased urination: how nauseous are you?, heat or sun exposure
25,Decreased urination,Decreased urination: how nauseous are you?, recent injury
26,Decreased urination,Decreased urination: how nauseous are you?, none of these 
27,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, mildly
28,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, very nauseous
29,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, it wakes me at night
30,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, i am not sure  
31,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, leg swelling
32,Decreased urination,Decreased urination: are you currently experiencing any of the symptoms?, heart palpitations
