,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
2215,Burping,Burping:  Do you have pain or discomfort in your abdomen?, None of the above
2216,Burping,Burping: Select the areas you feel pain in the diagram, Yes/No
2217,Burping,Burping:Which side is bothering you?, Choose from diagram
2218,Burping,Burping: Are you constipated or have difficulty moving your bowels?, Right
2219,Burping,Burping: Are you constipated or have difficulty moving your bowels?, Left
2220,Burping,Burping: Are you constipated or have difficulty moving your bowels?, Both sides
2221,Burping,Burping: Are you constipated or have difficulty moving your bowels?, I'm not sure
2222,Burping,Burping: Do you have a burning sensation or pain during or after peeing?, Yes/No
2223,Burping,Burping: Did you have abdominal surgery in the past?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2231,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?, Vomiting
2232,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?, Weight gain
2233,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?, Emotional stress
,,,
,,,
,,,
,,,
2238,Burping,Burping: Are you more pale than usual?, Black stool
2239,Burping,Burping: Are you more pale than usual?, Chest pain
2240,Burping,Burping: Are you more pale than usual?, Bad or bitter taste
2241,Buttocks pain,Buttocks pain: When did it start?,Buttocks pain
2242,Buttocks pain,Buttocks pain: Which side is bothering you?, Today
2243,Buttocks pain,Buttocks pain: Which side is bothering you?, In the last week
2244,Buttocks pain,Buttocks pain: Which side is bothering you?, In the last month
2245,Buttocks pain,Buttocks pain: Which side is bothering you?, 1-3 month ago
2246,Buttocks pain,Buttocks pain: Which side is bothering you?, Over 3 months
2247,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, One side
2248,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, Both sides
2249,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?, I'm not sure
2250,Buttocks pain,Buttocks pain: What makes it worse?, Groin
2251,Buttocks pain,Buttocks pain: What makes it worse?, Legs
2252,Buttocks pain,Buttocks pain: What makes it worse?, Thigh
2253,Buttocks pain,Buttocks pain: What makes it worse?, None of the above
2254,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Changing positions
2255,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Lying down
2256,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Excercising
2257,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, Pressing on areas
2258,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?, None of the above
2259,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Physical activity
2260,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Recent injury
2261,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, Swimming
2262,Buttocks pain,Buttocks pain: Would you describe the pain as burning?, None of the above
2263,Buttocks pain,Buttocks pain: Do any of these make it better?, Yes/No
2264,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, Resting
2265,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, Stretching
2266,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?, None of the above
2267,Buttocks pain,Buttocks pain: Do you have pain anywhere in your leg(s)?, Yes/No
2268,Buttocks pain,"Buttocks pain: Do you get a sensation of numbness, tingling or prickling in either of your feet?", Yes/No
2269,Buttocks pain,Buttocks pain: Where is your numbness and tingling?, Yes/No
2270,Buttocks pain,Buttocks pain: Is it in one foot or both?, Toes
2271,Buttocks pain,Buttocks pain: Is it in one foot or both?, Top of the feet
2272,Buttocks pain,Buttocks pain: Is it in one foot or both?, Bottom of the feet
2273,Buttocks pain,Buttocks pain: Is it in one foot or both?, Sides of the feet
2274,Buttocks pain,Buttocks pain: Is it in one foot or both?, None of the above
2275,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, One foot
2276,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, Both feet
2277,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?, I'm not sure
2278,Buttocks pain,Buttocks pain: Do any of these make the numbness/tingling worse?, Yes/No
2279,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Lying down
2280,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Sitting down
2281,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Standing
2282,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, Walking
2283,Buttocks pain,Buttocks pain: Did any of these improve your numbness?, None of the above
2284,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, Resting
2285,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, Stretching
2286,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?, None of the above
2287,Buttocks pain,Buttocks pain: What makes it worse?, Yes/No
2288,Buttocks pain,Buttocks pain: How intense is the pain?, Changing positions
2289,Buttocks pain,Buttocks pain: How intense is the pain?, Climbing stairs
2290,Buttocks pain,Buttocks pain: How intense is the pain?, Cough
2291,Buttocks pain,Buttocks pain: How intense is the pain?, Deep breathing
2292,Buttocks pain,Buttocks pain: How intense is the pain?, None of the above
2293,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, Somewhat painful
2294,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, Extreemly painful
2295,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, It wakes me  at night
2296,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?, I'm not sure
2297,Buttocks pain,Buttocks pain: Do you have any pain in your thigh(s)?, Yes/No
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2311,Buttocks pain,Buttocks pain: Do you have a fever?, Skin lesions
2312,Buttocks pain,Buttocks pain: Do you have a fever?, Foot swelling
2313,Buttocks pain,Buttocks pain: Do you have a fever?, Warm skin on leg
2314,Buttocks pain,Buttocks pain: Do you have a fever?, None of the above
,,,
,,,
,,,
,,,
,,,
2320,Calf Pain,Calf Pain:) When did it start ? ,Calf Pain
2321,Calf Pain,Calf Pain:) Where does it hurts ?,Today
2322,Calf Pain,Calf Pain:) Where does it hurts ?, In the last week
2323,Calf Pain,Calf Pain:) Where does it hurts ?, in the last month
2324,Calf Pain,Calf Pain:) Where does it hurts ?, 1-3 month ago
2325,Calf Pain,Calf Pain:) Where does it hurts ?, over 3 months 
2326,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, front of the calf
2327,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, top of calf
2328,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, bottom of calf
2329,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, back of calf
2330,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, side of calf
2331,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?, none of above
2332,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Recent travel
2333,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Pregnancy
2334,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, Recent injury
2335,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?, None of above
2336,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , Changing position
2337,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , climbing stairs
2338,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , laying down
2339,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , standing
2340,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? , walking
2341,Calf Pain,Calf Pain:) How severe is this pain?, one calf
2342,Calf Pain,Calf Pain:) How severe is this pain?, both calf
2343,Calf Pain,Calf Pain:) How severe is this pain?, I am not sure
2344,Calf Pain,Calf Pain:) Do any of these make it better?, mild
2345,Calf Pain,Calf Pain:) Do any of these make it better?, severe
2346,Calf Pain,Calf Pain:) Do any of these make it better?, it works at me night
2347,Calf Pain,Calf Pain:) Do any of these make it better?, i am not sure
2348,Calf Pain,Calf Pain:) Do either of these describe it ? , laying down
2349,Calf Pain,Calf Pain:) Do either of these describe it ? ,resting
2350,Calf Pain,Calf Pain:) Do either of these describe it ? ,sitting down
2351,Calf Pain,Calf Pain:) Do either of these describe it ? ,standing
2352,Calf Pain,Calf Pain:) Do either of these describe it ? ,stretching
2353,Calf Pain,Calf Pain:) Do either of these describe it ? , none of above
2354,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, burning
2355,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, sherp
2356,Calf Pain,Calf Pain:) is this pain raditing ti your thigh?, none of above
2357,Calf Pain,Calf Pain:) Did it start gradually or suddenly?, Yes/No
2358,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?", suddenly
2359,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?",gradually
2360,Calf Pain,"Calf Pain:) Is it getting better,worse,or staying the same?", i am not sure
2361,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , improving
2362,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another ,worsening
2363,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , the same
2364,Calf Pain,Calf Pain:) i have more questions for you but before we get to that can you think of another , I am not sure
2365,Calf Pain,Calf Pain:related symptom?, Yes/No
2366,Calf Pain,Calf Pain:)Do you have pain pressure of discomfort in chest?, Yes/No
2367,Calf Pain,Calf Pain:) Do you have trouble breathing or catching your breath?, Yes/No
2368,Calf Pain,"Calf Pain:) are either of your calves swollen, puffy, or enlarged?", yes/no
2369,Calf Pain,Calf Pain:) is your back hurting more than usual?, Yes/No
2370,Calf Pain,Calf Pain:) do you have pain anywhere in your leg?, yes/no
2371,Calf Pain,Calf Pain:) do you have fever?, yes/no
2372,Calf Pain,Calf Pain:) do you get sensation of numbness tingling or prickling in either of your feet?, yes/no
2373,Calf Pain,Calf Pain:) do you have pain on the side of your body ( the area between your rib cageand hip bone?, Yes/no
2374,Calf Pain,Calf Pain:) have you been diagnosed with high blood pressure by doctor?, Yes/No
2375,Calf Pain,Calf Pain:) have yyou been diagnosed with Diabetes ( type ) by a doctor?, yes/no
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2385,Chest pain,Chest pain: when does it starts?,Chest pain
2386,Chest pain,Chest pain:select the are where you fill pain in the diagram,today
2387,Chest pain,Chest pain:select the are where you fill pain in the diagram,in the last week
2388,Chest pain,Chest pain:select the are where you fill pain in the diagram,in the last month
2389,Chest pain,Chest pain:select the are where you fill pain in the diagram,1-3 months ago
2390,Chest pain,Chest pain:select the are where you fill pain in the diagram,over 3 months ago
2391,Chest pain,Chest pain: do any of these make pain worst?, diagram of whole chest is given / i am not sure
2392,Chest pain,Chest pain:did any of these trigger your chest pain?,arm movement
2393,Chest pain,Chest pain:did any of these trigger your chest pain?,changing position
2394,Chest pain,Chest pain:did any of these trigger your chest pain?,climbing stairs
2395,Chest pain,Chest pain:did any of these trigger your chest pain?,cough
2396,Chest pain,Chest pain:did any of these trigger your chest pain?,deep breathing
2397,Chest pain,Chest pain:did any of these trigger your chest pain?,eating
2398,Chest pain,Chest pain:did any of these trigger your chest pain?,laying down
2399,Chest pain,Chest pain:did any of these trigger your chest pain?,physicial activity
2400,Chest pain,Chest pain:did any of these trigger your chest pain?,sitting down
2401,Chest pain,Chest pain:did any of these trigger your chest pain?,swallowing
2403,Chest pain,Chest pain: is one side of chest bothering you more?,walking
2404,Chest pain,Chest pain: do any of these relieve your pain?,eating
2405,Chest pain,Chest pain: do any of these relieve your pain?,emotional stress
2406,Chest pain,Chest pain: do any of these relieve your pain?,recent travel
2407,Chest pain,Chest pain: do any of these relieve your pain?,pregnancy
2408,Chest pain,Chest pain: do any of these relieve your pain?,recent injury
2409,Chest pain,Chest pain: do any of these relieve your pain?,none of above
2410,Chest pain,Chest pain: does your chest pain radiate anywhere?, yes the right side
2411,Chest pain,Chest pain: does your chest pain radiate anywhere?,left side
2412,Chest pain,Chest pain: does your chest pain radiate anywhere?,both sides
2413,Chest pain,Chest pain: does your chest pain radiate anywhere?,i am not sure
2414,Chest pain,Chest pain: do any of these describe your chest pain?, applying heat
2415,Chest pain,Chest pain: do any of these describe your chest pain?,eating
2416,Chest pain,Chest pain: do any of these describe your chest pain?,resting
2417,Chest pain,Chest pain: do any of these describe your chest pain?,streatching
2418,Chest pain,Chest pain: do any of these describe your chest pain?,none of above
2419,Chest pain,Chest pain: how intense is your chest pain? , head
2420,Chest pain,Chest pain: how intense is your chest pain? ,jaw
2421,Chest pain,Chest pain: how intense is your chest pain? ,throat
2422,Chest pain,Chest pain: how intense is your chest pain? ,neck
2423,Chest pain,Chest pain: how intense is your chest pain? ,shoulder
2424,Chest pain,Chest pain: how intense is your chest pain? ,shoulder blade
2425,Chest pain,Chest pain: how intense is your chest pain? ,hand or fingers
2426,Chest pain,Chest pain: how intense is your chest pain? ,arm
2427,Chest pain,Chest pain: how intense is your chest pain? ,abdomen
2428,Chest pain,Chest pain: how intense is your chest pain? ,back
2429,Chest pain,Chest pain: did your chest pain starts suddenly?, beltlike
2430,Chest pain,Chest pain: did your chest pain starts suddenly?, burning
2431,Chest pain,Chest pain: did your chest pain starts suddenly?,cramps
2432,Chest pain,Chest pain: did your chest pain starts suddenly?,pressuring
2433,Chest pain,Chest pain: did your chest pain starts suddenly?,sharp
2434,Chest pain,Chest pain: did your chest pain starts suddenly?,stabbing
2435,Chest pain,Chest pain: did your chest pain starts suddenly?,vague
2436,Chest pain,Chest pain: do you have trouble in breathig?, its berable
2437,Chest pain,Chest pain: do you have trouble in breathig?,vary painful
2438,Chest pain,Chest pain: do you have trouble in breathig?,wake me at night
2439,Chest pain,Chest pain: do you have trouble in breathig?,i am not sure
2440,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, no it was gradual
2441,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, yes it did
2442,Chest pain,Chest pain:have you ever been diagnosed by ischemic or coronary heart disease?, i am not sure
2443,Chest pain,Chest pain: do you have pain in your ribs?, yes/ no
2444,Chest pain,"Chest pain: are you feeling anxious, worried, or fearful?", yes/ no
2445,Chest pain,"Chest pain: does your heart race, skip a beat while reasting?", yes/ no
2446,Chest pain,Chest pain: are you breathing much faster then usual?, yes/ no 
2447,Chest pain,Chest pain: have you been significantly more tired then usual?, yes/ no
2448,Chest pain,Chest pain: do you smoke?, yes/ no
2449,Chest pain,Chest pain: do you have a fever?, yes/ no 
2490,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", suddenly
2491,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", gradually
2492,Decreased hearing,"Decreased hearing: is it getting better, worse, or staying the same?", i am not sure  
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2813,Decreased vision ,Decreased vision : when did it start?,Decreased vision 
2814,Decreased vision ,Decreased vision : do either of these describe it?, in last month
2815,Decreased vision ,Decreased vision : do either of these describe it?, 1- 3 months ago
2816,Decreased vision ,Decreased vision : do either of these describe it?, over 3 months
2817,Decreased vision ,Decreased vision : do either of these describe it?, years ago
2818,Decreased vision ,Decreased vision : how severe would you say it is?, loss of near vision
2819,Decreased vision ,Decreased vision : how severe would you say it is?, loss of distance vision
2820,Decreased vision ,Decreased vision : how severe would you say it is?, none of these 
2821,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, mild
2822,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, severe 
2823,Decreased vision ,Decreased vision : is your vision worse in one eye or both eyes?, i am not sure
2824,Decreased vision ,Decreased vision : does it usually happen at a particular time?, affects one eye
2825,Decreased vision ,Decreased vision : does it usually happen at a particular time?, affects both eyes
2826,Decreased vision ,Decreased vision : does it usually happen at a particular time?, i am not sure 
2827,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, in morning
2828,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, midday
2829,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, in evening
2830,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, at night time
2831,Decreased vision ,Decreased vision : do your eyes feel particularly dry?, none of these 
2832,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?, yes
2833,Decreased vision ,Decreased vision : is one eye or both eyes bothering you?, no
2834,Decreased vision ,Decreased vision : how dry do your eyes feel?, one eye
2835,Decreased vision ,Decreased vision : how dry do your eyes feel?, both eyes
2836,Decreased vision ,Decreased vision : how dry do your eyes feel?, i am not sure 
2837,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", somewhat dry
2838,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", very dry
2839,Decreased vision ,"Decreased vision : is it getting better, worse or staying the same?", i am not sure 
2840,Decreased vision ,Decreased vision : do you have any eye pain?, improving
2841,Decreased vision ,Decreased vision : do you have any eye pain?, worsening
2842,Decreased vision ,Decreased vision : do you have any eye pain?, the same
2843,Decreased vision ,Decreased vision : do you have any eye pain?, i am not sure 
2844,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?, yes
2845,Decreased vision ,Decreased vision : do you think any of these triggered your eye pain?, no
2846,Decreased vision ,Decreased vision : do any of these describe your pain?, contact with allergen
2847,Decreased vision ,Decreased vision : do any of these describe your pain?, got something in eye
2848,Decreased vision ,Decreased vision : do any of these describe your pain?, possible food allergy
2849,Decreased vision ,Decreased vision : do any of these describe your pain?, recent surgery
2850,Decreased vision ,Decreased vision : do any of these describe your pain?, recent injury
2851,Decreased vision ,Decreased vision : do any of these describe your pain?, scratch
2852,Decreased vision ,Decreased vision : do any of these describe your pain?, none of these 
2853,Decreased vision ,Decreased vision : are either of your eyes red?, burning
2854,Decreased vision ,Decreased vision : are either of your eyes red?, pressuring
2855,Decreased vision ,Decreased vision : are either of your eyes red?, sharp
2856,Decreased vision ,Decreased vision : are either of your eyes red?, stabbing
2857,Decreased vision ,Decreased vision : are either of your eyes red?, none of these 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2906,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", eating
2907,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", pressing on area
2908,Dental pain,"Dental pain: is it getting better, worse, or staying the same?", none of these 
,,,
,,,
,,,
,,,
3197,Difficulty urinating,Difficulty urinating: how long has urinary hesitancy been a problem?,Difficulty urinating
3198,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, today
3199,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, last week
3200,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, in last month
3201,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, 1-3 months ago
3202,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, over 3 months
3203,Difficulty urinating,Difficulty urinating: is it getting more difficult to urinate?, years ago 
3204,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, its getting easier
3205,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, its getting more difficult
3206,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, its staying the same
3207,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, i am not sure 
3208,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, suddenly
3209,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, gradually
3210,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, i am not sure 
3211,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?, yes
3212,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?, no 
3213,Difficulty urinating,Difficulty urinating: what makes it worse? , one flank
3214,Difficulty urinating,Difficulty urinating: what makes it worse? , both flanks
3215,Difficulty urinating,Difficulty urinating: what makes it worse? , i am not sure 
3216,Difficulty urinating,Difficulty urinating: how intense is the pain?, changing positions
3217,Difficulty urinating,Difficulty urinating: how intense is the pain?, climbing stairs
3218,Difficulty urinating,Difficulty urinating: how intense is the pain?, cough
3219,Difficulty urinating,Difficulty urinating: how intense is the pain?, deep breathing
3220,Difficulty urinating,Difficulty urinating: how intense is the pain?, lying down
3221,Difficulty urinating,Difficulty urinating: how intense is the pain?, physical activity
3222,Difficulty urinating,Difficulty urinating: how intense is the pain?, sitting down
3223,Difficulty urinating,Difficulty urinating: how intense is the pain?, standing
3224,Difficulty urinating,Difficulty urinating: how intense is the pain?, walking
3225,Difficulty urinating,Difficulty urinating: how intense is the pain?, none of these 
3226,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, somewhat painful
3227,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, extremely painful
3228,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, it wakes me at night
3229,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, i am not sure 
3230,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, chest
3231,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, abdomen
3232,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, back
3233,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, buttocks
3234,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, groin
3235,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, legs
3236,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, thigh
3237,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, none of these 
3238,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, dairy intake
3239,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, drinking fluids
3240,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, eating
3241,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent childbirth
3242,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent surgery
3243,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent injury
3244,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, none of these 
3245,Difficulty urinating,Difficulty urinating: how severe would you say it is?, yes
3246,Difficulty urinating,Difficulty urinating: how severe would you say it is?, no 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3277,Difficulty urinating,Difficulty urinating: how long has urinary hesitancy been a problem?,Difficulty urinating
3278,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, today
3279,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, last week
3280,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, in last month
3281,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, 1-3 months ago
3282,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, over 3 months
3283,Difficulty urinating,Difficulty urinating: did it start gradually or suddenly?, years ago 
3284,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?, suddenly
3285,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?, gradually
3286,Difficulty urinating,Difficulty urinating:  is it getting more difficult to urinate?, i am not sure 
3287,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, its getting easier
3288,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, its getting more difficult
3289,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, its staying the same
3290,Difficulty urinating,Difficulty urinating: do you have pain in the side of your body?, i am not sure 
3291,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?, yes
3292,Difficulty urinating,Difficulty urinating: does one flank hurt or do both hurt?, no 
3293,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?, one flank
3294,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?, both flanks
3295,Difficulty urinating,Difficulty urinating:  does the pain radiate to any of these areas?, i am not sure 
3296,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, chest
3297,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, abdomen
3298,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, back
3299,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, buttocks
3300,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, groin
3301,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, legs
3302,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, thigh
3303,Difficulty urinating,Difficulty urinating: does the pain radiate to any of these areas?, none of these 
3304,Difficulty urinating,Difficulty urinating: how intense is the pain? , chest
3305,Difficulty urinating,Difficulty urinating: how intense is the pain? , abdomen
3306,Difficulty urinating,Difficulty urinating: how intense is the pain? , back
3307,Difficulty urinating,Difficulty urinating: how intense is the pain? , buttocks
3308,Difficulty urinating,Difficulty urinating: how intense is the pain? , groin
3309,Difficulty urinating,Difficulty urinating: how intense is the pain? , legs
3310,Difficulty urinating,Difficulty urinating: how intense is the pain? , testicles
3311,Difficulty urinating,Difficulty urinating: how intense is the pain? , thigh
3312,Difficulty urinating,Difficulty urinating: how intense is the pain? , none of these 
3313,Difficulty urinating,Difficulty urinating: what makes it worse?, somewhat painful
3314,Difficulty urinating,Difficulty urinating: what makes it worse?, extremely painful
3315,Difficulty urinating,Difficulty urinating: what makes it worse?, it wakes me at night
3316,Difficulty urinating,Difficulty urinating: what makes it worse?, i am not sure 
3317,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, changing positions
3318,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, climbing stairs
3319,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, cough
3320,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, deep breathing
3321,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, lying down
3322,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, physical activity
3323,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, sitting down
3324,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, standing
3325,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, walking
3326,Difficulty urinating,Difficulty urinating: did any of these trigger your flank?, none of these 
3327,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?,  dairy intake
3328,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, drinking fluids
3329,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, eating
3330,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent childbirth
3331,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent surgery
3332,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, recent injury
3333,Difficulty urinating,Difficulty urinating: do you have a burning sensation or pain during or after peeing?, none of these 
3334,Difficulty urinating,Difficulty urinating:  how severe would you say it is?, yes
3335,Difficulty urinating,Difficulty urinating:  how severe would you say it is?, no 
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3365,Dizziness,Dizziness: when did it start?,Dizziness
3366,Dizziness,Dizziness: do any of these make you more dizzy?, today
3367,Dizziness,Dizziness: do any of these make you more dizzy?, in last week
3368,Dizziness,Dizziness: do any of these make you more dizzy?, in last month
3369,Dizziness,Dizziness: do any of these make you more dizzy?, 1-3 months ago
3370,Dizziness,Dizziness: do any of these make you more dizzy?, over 3 months ago
3371,Dizziness,Dizziness: do any of these trigger your dizziness?, changing positions
