,Unnamed: 0,SYMPTOM INPUTS,QUESTIONS ASKED,OPTIONS GIVEN
748,1935.0,Blood in stool,"Blood in stool: Do you have any pain when sitting down, passing stool, or wiping?",Blood in stool: I'm not sure
749,1936.0,Blood in stool,Blood in stool: Did any of these trigger your anal pain?,Blood in stool: Yes/No 
750,1937.0,Blood in stool,Blood in stool: How severe would you say it is?,Blood in stool: Going to the bathroom
751,1938.0,Blood in stool,Blood in stool: How severe would you say it is?,Blood in stool: Intercourse
752,1939.0,Blood in stool,Blood in stool: How severe would you say it is?,Blood in stool: REcent surgery
753,1940.0,Blood in stool,Blood in stool: How severe would you say it is?,Blood in stool: recent injury
754,1941.0,Blood in stool,Blood in stool: How severe would you say it is?,Blood in stool: None of the above
755,1942.0,Blood in stool,Blood in stool: Do you have swelling around anus?,Blood in stool: Mild
756,1943.0,Blood in stool,Blood in stool: Do you have swelling around anus?,Blood in stool: Severe
757,1944.0,Blood in stool,Blood in stool: Do you have swelling around anus?,Blood in stool: It wakes me at night
758,1945.0,Blood in stool,Blood in stool: Do you have swelling around anus?,Blood in stool: I'm not sure
759,1946.0,Blood in stool,Blood in stool: Is it painful?,Blood in stool: Yes/No
760,,,,
761,,,,
762,,,,
763,,,,
764,,,,
765,,,,
766,,,,
767,,,,
768,1956.0,Blood in urine,Blood in urine: When did you notice blood in your urine?,Blood in urine:Blood in urine
769,1957.0,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Blood in urine: Today
770,1958.0,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Blood in urine: In the last week
771,1959.0,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Blood in urine: In the last month
772,1960.0,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Blood in urine: 1-3 months ago
773,1961.0,Blood in urine,Blood in urine: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Blood in urine: Over 3 months ago
774,1962.0,Blood in urine,Blood in urine: Do you have a burning sensation or pain during or after peeing?,Blood in urine: Yes/No
775,1963.0,Blood in urine,Blood in urine: How severe would you say it is?,Blood in urine: Yes/No
776,1964.0,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?,Blood in urine: Mild
777,1965.0,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?,Blood in urine: Severe
778,1966.0,Blood in urine,Blood in urine: Do you need to urinate much more often than usual?,Blood in urine: I'm not sure
779,,,,
780,,,,
781,,,,
782,,,,
783,,,,
784,,,,
785,1973.0,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?,Blood in urine: Abdominal pain
786,1974.0,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?,Blood in urine: Chills
787,1975.0,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?,Blood in urine: Fever
788,1976.0,Blood in urine,Blood in urine: Have you been significantly more tired than usual (despite getting enough sleep)?,Blood in urine: None of the above
789,,,,
790,,,,
791,,,,
792,,,,
793,,,,
794,,,,
795,,,,
796,,,,
797,,,,
798,,,,
799,,,,
800,,,,
801,,,,
802,1990.0,Blood in urine,Blood in urine:,Blood in urine: Recent childbirth
803,1991.0,Blood in urine,Blood in urine:,Blood in urine: Abnormal sweating
804,1992.0,Blood in urine,Blood in urine:,Blood in urine: Flatulence
805,1993.0,Blood in urine,Blood in urine:,Blood in urine: None of the above
806,1995.0,Blurry vision,Blurry vision: When did it start?,Blurry vision:Blurry vision
807,1996.0,Blurry vision,Blurry vision: Do any of these describe it?,Blurry vision: Today
808,1997.0,Blurry vision,Blurry vision: Do any of these describe it?,Blurry vision: In last week
809,1998.0,Blurry vision,Blurry vision: Do any of these describe it?,Blurry vision: In last month
810,1999.0,Blurry vision,Blurry vision: Do any of these describe it?,Blurry vision: 1-3 months ago
811,2000.0,Blurry vision,Blurry vision: Do any of these describe it?,Blurry vision: Over 3 months ago                                       
812,2001.0,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?,Blurry vision: Loss of close vision
813,2002.0,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?,Blurry vision: Loss of distance vision
814,2003.0,Blurry vision,Blurry vision:  Is your vision blurry in one or both eyes?,Blurry vision: None of the above                                                                                                                                     
815,2004.0,Blurry vision,Blurry vision: How blurry is your vision?,Blurry vision: One eye
816,2005.0,Blurry vision,Blurry vision: How blurry is your vision?,Blurry vision: Both eyes
817,2006.0,Blurry vision,Blurry vision: How blurry is your vision?,Blurry vision: I'm not sure
818,2007.0,Blurry vision,Blurry vision: Did it start gradually or suddenly?,Blurry vision: Mildly blurry
819,2008.0,Blurry vision,Blurry vision: Did it start gradually or suddenly?,Blurry vision: Severely blurry
820,2009.0,Blurry vision,Blurry vision: Did it start gradually or suddenly?,Blurry vision: I'm not sure           
821,2010.0,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? ,Blurry vision: Suddenly
822,2011.0,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? ,Blurry vision: Gradually
823,2012.0,Blurry vision,Blurry vision: Was the blurry vision triggered by an injury? ,Blurry vision: I'm not sure      
824,2013.0,Blurry vision,Blurry vision: Does it get worse when you change positions?,Blurry vision: Yes/No
825,2014.0,Blurry vision,Blurry vision: Do you have a headache?,Blurry vision: Yes/No
826,2015.0,Blurry vision,Blurry vision: Do you have any unusual eye discharge? ,Blurry vision: Yes/No
827,2016.0,Blurry vision,Blurry vision: Are either of your eyes red?,Blurry vision: Yes/No
828,2017.0,Blurry vision,Blurry vision: Are your eyes itchy?,Blurry vision: Yes/No
829,2018.0,Blurry vision,Blurry vision: Are your eyes more watery or teary than usual?,Blurry vision: Yes/No 
830,2019.0,Blurry vision,Blurry vision: Do you have decreased or worsened vision?,Blurry vision: Yes/No
831,2020.0,Blurry vision,Blurry vision: Do you have any eye pain?,Blurry vision: Yes/No  
832,2021.0,Blurry vision,"Blurry vision: Do you feel like there's something in your eye (like sand, dirt, eyelash etc)?",Blurry vision: Yes/No
833,2022.0,Blurry vision,Blurry vision: Is either half of your face drooping?,Blurry vision: Yes/No
834,,,,
835,,,,
836,,,,
837,,,,
838,,,,
839,,,,
840,,,,
841,,,,
842,,,,
843,2032.0,Breast pain,Breast pain: When did it start?,Breast pain:Breast pain
844,2033.0,Breast pain,Breast pain: Which side is bothering you?,Breast pain: Today
845,2034.0,Breast pain,Breast pain: Which side is bothering you?,Breast pain: In last week
846,2035.0,Breast pain,Breast pain: Which side is bothering you?,Breast pain: In last month
847,2036.0,Breast pain,Breast pain: Which side is bothering you?,Breast pain: 1-3 months ago
848,2037.0,Breast pain,Breast pain: Which side is bothering you?,Breast pain: Over 3 months ago                 
849,2038.0,Breast pain,Breast pain: Is the pain worsened by touching?,Breast pain: One side
850,2039.0,Breast pain,Breast pain: Is the pain worsened by touching?,Breast pain: Both sides
851,2040.0,Breast pain,Breast pain: Is the pain worsened by touching?,Breast pain: I'm not sure
852,2041.0,Breast pain,Breast pain: Did either of these trigger your breast pain?,Breast pain: Yes/No
853,2042.0,Breast pain,Breast pain: How severe is your pain?,Breast pain: Pregnancy
854,2043.0,Breast pain,Breast pain: How severe is your pain?,Breast pain: Recent injury
855,2044.0,Breast pain,Breast pain: How severe is your pain?,Breast pain: None of the above
856,2045.0,Breast pain,Breast pain: Is your breast red?,Breast pain: Mild
857,2046.0,Breast pain,Breast pain: Is your breast red?,Breast pain: Severe
858,2047.0,Breast pain,Breast pain: Is your breast red?,Breast pain: It wakes me at night
859,2048.0,Breast pain,Breast pain: Is your breast red?,Breast pain: I'm not sure
860,2049.0,Breast pain,Breast pain: Have you recently engaged in unprotected sexual intercourse?,Breast pain: Yes/No
861,2050.0,Breast pain,Breast pain: Are you breastfeeding?,Breast pain: Yes/No
862,2051.0,Breast pain,Breast pain: Have you recently given birth?,Breast pain: Yes/No
863,2052.0,Breast pain,Breast pain: Do you have a fever?,Breast pain: Yes/No
864,2053.0,Breast pain,"Breast pain: Are you irritable, grumpy or on edge than usual?",Breast pain: Yes/No
865,2054.0,Breast pain,Breast pain: Is your period late?,Breast pain: Yes/No
866,2055.0,Breast pain,Breast pain: Have you been vomiting?,Breast pain: Yes/No
867,2056.0,Breast pain,Breast pain: Do you feel sick to your stomach (as if you might throw up)?,Breast pain: Yes/No
868,2057.0,Breast pain,Breast pain: Have you been significantly more tired than usual (despite getting enough sleep)?,Breast pain: Yes/No
869,2058.0,Breast pain,Breast pain: Do you have pain or discomfort in your abdomen?,Breast pain: Yes/No
870,2059.0,Breast pain,Breast pain: Have you been feeling down or depressed in a way that impacts your life?,Breast pain: Yes/No
871,,,,
872,,,,
873,,,,
874,,,,
875,,,,
876,,,,
877,,,,
878,,,,
879,,,,
880,,,,
881,,,,
882,,,,
883,,,,
884,2073.0,Breast redness,Breast redness: When did it start?,Breast redness:Breast redness
885,2074.0,Breast redness,Breast redness: Which breast is red?,Breast redness: Today
886,2075.0,Breast redness,Breast redness: Which breast is red?,Breast redness: In the last week
887,2076.0,Breast redness,Breast redness: Which breast is red?,Breast redness: In the last month
888,2077.0,Breast redness,Breast redness: Which breast is red?,Breast redness: 1-3 month ago
889,2078.0,Breast redness,Breast redness: Which breast is red?,Breast redness: Over 3 months
890,2079.0,Breast redness,Breast redness: Which breast is red?,Breast redness: Years ago
891,2080.0,Breast redness,Breast redness: How severe would you say it is?,Breast redness: One breast
892,2081.0,Breast redness,Breast redness: How severe would you say it is?,Breast redness: Both breasts
893,2082.0,Breast redness,Breast redness: How severe would you say it is?,Breast redness: I'm not sure
894,2083.0,Breast redness,Breast redness: Did you recently give birth?,Breast redness: Mild
895,2084.0,Breast redness,Breast redness: Did you recently give birth?,Breast redness: Severe
896,2085.0,Breast redness,Breast redness: Did you recently give birth?,Breast redness: I'm not sure
897,2086.0,Breast redness,Breast redness: Do you have pain in your breast(s)?,Breast redness: Yes/No
898,2087.0,Breast redness,Breast redness: Are you breastfeeding?,Breast redness: Yes/No
899,2088.0,Breast redness,Breast redness: Have you recently given birth?,Breast redness: Yes/No
900,2089.0,Breast redness,Breast redness: Do you have a fever?,Breast redness: Yes/No
901,,,,
902,,,,
903,,,,
904,,,,
905,,,,
906,,,,
907,,,,
908,,,,
909,,,,
910,,,,
911,,,,
912,,,,
913,,,,
914,,,,
915,,,,
916,,,,
917,,,,
918,,,,
919,,,,
920,,,,
921,,,,
922,2120.0,Bulging eye,Bulging eye: When did it start?,Bulging eye:Bulging eye
923,2121.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: Today
924,2122.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: In the last week
925,2123.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: In the last month
926,2124.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: 1-3 month ago
927,2125.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: Over 3 months
928,2126.0,Bulging eye,Bulging eye: Is one eye bulging or are both?,Bulging eye: Years ago
929,2127.0,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?,Bulging eye: One eye
930,2128.0,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?,Bulging eye: Both eyes
931,2129.0,Bulging eye,Bulging eye: Do you have an enlarged thyroid or have you ever been diagnosed with a goiter?,Bulging eye: I'm not sure
932,2130.0,Bulging eye,"Bulging eye: Does your heart race, flutter or skip beats while you're at rest (unrelated to physical activity or excitement)?",Bulging eye: Yes/No
933,2131.0,Bulging eye,"Bulging eye: Is your arm (or any other part) quivering, trembeling or slightly shaking?",Bulging eye: Yes/No
934,2132.0,Bulging eye,Bulging eye: Have you unexpectedly lost weight (without cutting down on food or excercising more than usual)?,Bulging eye: Yes/No
935,2133.0,Bulging eye,Bulging eye: Have you been significantly more tired than usual (despite getting enough sleep)?,Bulging eye: Yes/No
936,2134.0,Bulging eye,"Bulging eye: Touching your neck, armpit and groin, can you feel any soft, round, pea-sized (or larger) nodes or lumps?",Bulging eye: Yes/No
937,,,,
938,,,,
939,,,,
940,,,,
941,,,,
942,,,,
943,,,,
944,,,,
945,,,,
946,,,,
947,,,,
948,,,,
949,,,,
950,,,,
951,,,,
952,,,,
953,,,,
954,2152.0,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?",Bulging eye: Anxiety
955,2153.0,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?",Bulging eye: Feeling down
956,2154.0,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?",Bulging eye: Irregular periods
957,2155.0,Bulging eye,"Bulging eye: Are you feeling unusually weak, sickly or unwell?",Bulging eye: None of the above
958,2157.0,Burning or painful urination,Burning or painful urination: When did it start?,Burning or painful urination:Burning or painful urination
959,2158.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: Today
960,2159.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: In the last week
961,2160.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: In the last month
962,2161.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: 1-3 month ago
963,2162.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: Over 3 months
964,2163.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: Years ago
965,2164.0,Burning or painful urination,Burning or painful urination: Did it start after intercourse?,Burning or painful urination: Mild
966,2165.0,Burning or painful urination,Burning or painful urination: Did it start after intercourse?,Burning or painful urination: Severe
967,2166.0,Burning or painful urination,Burning or painful urination: Did it start after intercourse?,Burning or painful urination: I'm not sure
968,2167.0,Burning or painful urination,Burning or painful urination: Do you have pain on the side of your body (the area between your rib cage and hip bone)?,Burning or painful urination: Yes/No
969,2168.0,Burning or painful urination,Burning or painful urination: Do you need to urinate much more often than usual?,Burning or painful urination: Yes/No
970,2169.0,Burning or painful urination,"Burning or painful urination: When needing to pee, do you need to do it suddenly or urgently?",Burning or painful urination: Yes/No
971,2170.0,Burning or painful urination,"Burning or painful urination: Does your urine have a strong, sharp or unpleasant smell?",Burning or painful urination: Yes/No
972,2171.0,Burning or painful urination,Burning or painful urination: Have you recently engaged in unprotected sexual intercourse?,Burning or painful urination: Yes/No
973,2172.0,Burning or painful urination,Burning or painful urination: Is your skin itchy (can be a certain area or all over)?,Burning or painful urination: Yes/No
974,2173.0,Burning or painful urination,Burning or painful urination: Do you have pain or discomfort in your abdomen?,Burning or painful urination: Yes/No
975,2174.0,Burning or painful urination,Burning or painful urination: Do you have any unusual vaginal discharge?,Burning or painful urination: Yes/No
976,2175.0,Burning or painful urination,Burning or painful urination: Do you have any vaginal pain?,Burning or painful urination: Yes/No
977,2176.0,Burning or painful urination,Burning or painful urination: Did either of these trigger your vaginal pain?,Burning or painful urination: Yes/No
978,2177.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: Intercourse
979,2178.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: Urination
980,2179.0,Burning or painful urination,Burning or painful urination: How severe would you say it is?,Burning or painful urination: None of the above
981,2180.0,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?",Burning or painful urination: Mild
982,2181.0,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?",Burning or painful urination: Severe
983,2182.0,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?",Burning or painful urination: It wakes me at night
984,2183.0,Burning or painful urination,"Burning or painful urination: Do you have any sores, bumps or lesions in or around your vagina?",Burning or painful urination: I'm not sure
985,2184.0,Burning or painful urination,Burning or painful urination: Does your vagina feel itchy or irritated?,Burning or painful urination: Yes/No
986,,,,
987,,,,
988,,,,
989,,,,
990,,,,
991,,,,
992,,,,
993,,,,
994,,,,
995,2195.0,Burping,Burping: When did it start?,Burping:Burping
996,2196.0,Burping,Burping: Would you describe it as smelly?,Burping: Today
997,2197.0,Burping,Burping: Would you describe it as smelly?,Burping: In the last week
998,2198.0,Burping,Burping: Would you describe it as smelly?,Burping: In the last month
999,2199.0,Burping,Burping: Would you describe it as smelly?,Burping: 1-3 months ago
1000,2200.0,Burping,Burping: Would you describe it as smelly?,Burping: Over 3 months ago
1001,2201.0,Burping,Burping: Would you describe it as smelly?,Burping: Years ago
1002,2202.0,Burping,Burping: How severe would you say it is?,Burping: Yes/No
1003,2203.0,Burping,Burping: Are your stools loose or watery?,Burping: Mild
1004,2204.0,Burping,Burping: Are your stools loose or watery?,Burping: Severe
1005,2205.0,Burping,Burping: Are your stools loose or watery?,Burping: It wakes me at night
1006,2206.0,Burping,Burping: Are your stools loose or watery?,Burping: I'm not sure
1007,2207.0,Burping,Burping: Are you more gassy than usual?,Burping: Yes/No
1008,2208.0,Burping,Burping: Is it better if you avoid milk?,Burping: Yes/No
1009,2209.0,Burping,Burping: How gassy are you?,Burping: Yes/No
1010,2210.0,Burping,Burping: Do either of these trigger your symptoms?,Burping: Somewhat gassy
1011,2211.0,Burping,Burping: Do either of these trigger your symptoms?,Burping: Very gassy
1012,2212.0,Burping,Burping: Do either of these trigger your symptoms?,Burping: I'm not sure
1013,2213.0,Burping,Burping:  Do you have pain or discomfort in your abdomen?,Burping: Eating anything
1014,2214.0,Burping,Burping:  Do you have pain or discomfort in your abdomen?,Burping: Eating suspect food
1015,2215.0,Burping,Burping:  Do you have pain or discomfort in your abdomen?,Burping: None of the above
1016,2216.0,Burping,Burping: Select the areas you feel pain in the diagram,Burping: Yes/No
1017,2217.0,Burping,Burping:Which side is bothering you?,Burping: Choose from diagram
1018,2218.0,Burping,Burping: Are you constipated or have difficulty moving your bowels?,Burping: Right
1019,2219.0,Burping,Burping: Are you constipated or have difficulty moving your bowels?,Burping: Left
1020,2220.0,Burping,Burping: Are you constipated or have difficulty moving your bowels?,Burping: Both sides
1021,2221.0,Burping,Burping: Are you constipated or have difficulty moving your bowels?,Burping: I'm not sure
1022,2222.0,Burping,Burping: Do you have a burning sensation or pain during or after peeing?,Burping: Yes/No
1023,2223.0,Burping,Burping: Did you have abdominal surgery in the past?,Burping: Yes/No
1024,,,,
1025,,,,
1026,,,,
1027,,,,
1028,,,,
1029,,,,
1030,,,,
1031,2231.0,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?,Burping: Vomiting
1032,2232.0,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?,Burping: Weight gain
1033,2233.0,Burping,Burping: Have you been feeling down or depressed in a way that impacts your daily life?,Burping: Emotional stress
1034,,,,
1035,,,,
1036,,,,
1037,,,,
1038,2238.0,Burping,Burping: Are you more pale than usual?,Burping: Black stool
1039,2239.0,Burping,Burping: Are you more pale than usual?,Burping: Chest pain
1040,2240.0,Burping,Burping: Are you more pale than usual?,Burping: Bad or bitter taste
1041,2241.0,Buttocks pain,Buttocks pain: When did it start?,Buttocks pain:Buttocks pain
1042,2242.0,Buttocks pain,Buttocks pain: Which side is bothering you?,Buttocks pain: Today
1043,2243.0,Buttocks pain,Buttocks pain: Which side is bothering you?,Buttocks pain: In the last week
1044,2244.0,Buttocks pain,Buttocks pain: Which side is bothering you?,Buttocks pain: In the last month
1045,2245.0,Buttocks pain,Buttocks pain: Which side is bothering you?,Buttocks pain: 1-3 month ago
1046,2246.0,Buttocks pain,Buttocks pain: Which side is bothering you?,Buttocks pain: Over 3 months
1047,2247.0,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?,Buttocks pain: One side
1048,2248.0,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?,Buttocks pain: Both sides
1049,2249.0,Buttocks pain,Buttocks pain: Has it spread to on or more of the following areas?,Buttocks pain: I'm not sure
1050,2250.0,Buttocks pain,Buttocks pain: What makes it worse?,Buttocks pain: Groin
1051,2251.0,Buttocks pain,Buttocks pain: What makes it worse?,Buttocks pain: Legs
1052,2252.0,Buttocks pain,Buttocks pain: What makes it worse?,Buttocks pain: Thigh
1053,2253.0,Buttocks pain,Buttocks pain: What makes it worse?,Buttocks pain: None of the above
1054,2254.0,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?,Buttocks pain: Changing positions
1055,2255.0,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?,Buttocks pain: Lying down
1056,2256.0,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?,Buttocks pain: Excercising
1057,2257.0,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?,Buttocks pain: Pressing on areas
1058,2258.0,Buttocks pain,Buttocks pain: Could any of these have triggered your symptoms?,Buttocks pain: None of the above
1059,2259.0,Buttocks pain,Buttocks pain: Would you describe the pain as burning?,Buttocks pain: Physical activity
1060,2260.0,Buttocks pain,Buttocks pain: Would you describe the pain as burning?,Buttocks pain: Recent injury
1061,2261.0,Buttocks pain,Buttocks pain: Would you describe the pain as burning?,Buttocks pain: Swimming
1062,2262.0,Buttocks pain,Buttocks pain: Would you describe the pain as burning?,Buttocks pain: None of the above
1063,2263.0,Buttocks pain,Buttocks pain: Do any of these make it better?,Buttocks pain: Yes/No
1064,2264.0,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?,Buttocks pain: Resting
1065,2265.0,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?,Buttocks pain: Stretching
1066,2266.0,Buttocks pain,Buttocks pain: Is your back hurting (more than usual)?,Buttocks pain: None of the above
1067,2267.0,Buttocks pain,Buttocks pain: Do you have pain anywhere in your leg(s)?,Buttocks pain: Yes/No
1068,2268.0,Buttocks pain,"Buttocks pain: Do you get a sensation of numbness, tingling or prickling in either of your feet?",Buttocks pain: Yes/No
1069,2269.0,Buttocks pain,Buttocks pain: Where is your numbness and tingling?,Buttocks pain: Yes/No
1070,2270.0,Buttocks pain,Buttocks pain: Is it in one foot or both?,Buttocks pain: Toes
1071,2271.0,Buttocks pain,Buttocks pain: Is it in one foot or both?,Buttocks pain: Top of the feet
1072,2272.0,Buttocks pain,Buttocks pain: Is it in one foot or both?,Buttocks pain: Bottom of the feet
1073,2273.0,Buttocks pain,Buttocks pain: Is it in one foot or both?,Buttocks pain: Sides of the feet
1074,2274.0,Buttocks pain,Buttocks pain: Is it in one foot or both?,Buttocks pain: None of the above
1075,2275.0,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?,Buttocks pain: One foot
1076,2276.0,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?,Buttocks pain: Both feet
1077,2277.0,Buttocks pain,Buttocks pain: Was your numbness triggered by a recent injury?,Buttocks pain: I'm not sure
1078,2278.0,Buttocks pain,Buttocks pain: Do any of these make the numbness/tingling worse?,Buttocks pain: Yes/No
1079,2279.0,Buttocks pain,Buttocks pain: Did any of these improve your numbness?,Buttocks pain: Lying down
1080,2280.0,Buttocks pain,Buttocks pain: Did any of these improve your numbness?,Buttocks pain: Sitting down
1081,2281.0,Buttocks pain,Buttocks pain: Did any of these improve your numbness?,Buttocks pain: Standing
1082,2282.0,Buttocks pain,Buttocks pain: Did any of these improve your numbness?,Buttocks pain: Walking
1083,2283.0,Buttocks pain,Buttocks pain: Did any of these improve your numbness?,Buttocks pain: None of the above
1084,2284.0,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?,Buttocks pain: Resting
1085,2285.0,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?,Buttocks pain: Stretching
1086,2286.0,Buttocks pain,Buttocks pain: Do you have pain on the side of your body(the area between your rib cage and hip bone)?,Buttocks pain: None of the above
1087,2287.0,Buttocks pain,Buttocks pain: What makes it worse?,Buttocks pain: Yes/No
1088,2288.0,Buttocks pain,Buttocks pain: How intense is the pain?,Buttocks pain: Changing positions
1089,2289.0,Buttocks pain,Buttocks pain: How intense is the pain?,Buttocks pain: Climbing stairs
1090,2290.0,Buttocks pain,Buttocks pain: How intense is the pain?,Buttocks pain: Cough
1091,2291.0,Buttocks pain,Buttocks pain: How intense is the pain?,Buttocks pain: Deep breathing
1092,2292.0,Buttocks pain,Buttocks pain: How intense is the pain?,Buttocks pain: None of the above
1093,2293.0,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?,Buttocks pain: Somewhat painful
1094,2294.0,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?,Buttocks pain: Extreemly painful
1095,2295.0,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?,Buttocks pain: It wakes me  at night
1096,2296.0,Buttocks pain,Buttocks pain: Do you have a burning sensation or pain during or after peeing?,Buttocks pain: I'm not sure
1097,2297.0,Buttocks pain,Buttocks pain: Do you have any pain in your thigh(s)?,Buttocks pain: Yes/No
1098,,,,
1099,,,,
1100,,,,
1101,,,,
1102,,,,
1103,,,,
1104,,,,
1105,,,,
1106,,,,
1107,,,,
1108,,,,
1109,,,,
1110,,,,
1111,2311.0,Buttocks pain,Buttocks pain: Do you have a fever?,Buttocks pain: Skin lesions
1112,2312.0,Buttocks pain,Buttocks pain: Do you have a fever?,Buttocks pain: Foot swelling
1113,2313.0,Buttocks pain,Buttocks pain: Do you have a fever?,Buttocks pain: Warm skin on leg
1114,2314.0,Buttocks pain,Buttocks pain: Do you have a fever?,Buttocks pain: None of the above
1115,,,,
1116,,,,
1117,,,,
1118,,,,
1119,,,,
1120,2320.0,Calf Pain,Calf Pain:) When did it start ? ,Calf Pain:Calf Pain
1121,2321.0,Calf Pain,Calf Pain:) Where does it hurts ?,Calf Pain:Today
1122,2322.0,Calf Pain,Calf Pain:) Where does it hurts ?,Calf Pain: In the last week
1123,2323.0,Calf Pain,Calf Pain:) Where does it hurts ?,Calf Pain: in the last month
1124,2324.0,Calf Pain,Calf Pain:) Where does it hurts ?,Calf Pain: 1-3 month ago
1125,2325.0,Calf Pain,Calf Pain:) Where does it hurts ?,Calf Pain: over 3 months 
1126,2326.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: front of the calf
1127,2327.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: top of calf
1128,2328.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: bottom of calf
1129,2329.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: back of calf
1130,2330.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: side of calf
1131,2331.0,Calf Pain,Calf Pain:) could any of these have triggered your symptoms?,Calf Pain: none of above
1132,2332.0,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?,Calf Pain: Recent travel
1133,2333.0,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?,Calf Pain: Pregnancy
1134,2334.0,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?,Calf Pain: Recent injury
1135,2335.0,Calf Pain,Calf Pain:) Do any of these activities make your calf pain Worse?,Calf Pain: None of above
1136,2336.0,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? ,Calf Pain: Changing position
1137,2337.0,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? ,Calf Pain: climbing stairs
1138,2338.0,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? ,Calf Pain: laying down
1139,2339.0,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? ,Calf Pain: standing
1140,2340.0,Calf Pain,Calf Pain:) Does one calf hurt or do both hurt? ,Calf Pain: walking
1141,2341.0,Calf Pain,Calf Pain:) How severe is this pain?,Calf Pain: one calf
1142,2342.0,Calf Pain,Calf Pain:) How severe is this pain?,Calf Pain: both calf
